,A3TV,ABE,ABG,ABG.P_0,ABG.P_1,ACS,ACX,ACX_0,AENA,AGS,ALT,AMS,ANA,ANA_0,BBVA,BKIA,BKIA_0,BKT,BME,BTO_0,BTO_1,CABK,CAR,CIE,CIN,CLNX,COL,COL_0,CRI,DIA,EBRO_0,EBRO_1,ELE,ELE_0,ENC,ENG,EVA,FAD,FCC,FER,GRF,IAG,IBE,IBLA,IBR,IDR,ITX,JAZ,LOR,MAP,MAP_0,MAS,MEL,MRL,MTS,NHH_0,NHH_1,NTGY,OHL,POP,PRS_1,REE,REE_0,REP,SAB,SAN,SCYR_0,SCYR_1,SGC,SGRE,SGRE_0,TEF,TEM,TL5,TRE,UNF,VIS,VIS_0,ZEL
2017-08-04,,0.8311082892935716,,,,-0.9528809670003932,-0.9098076701886859,,-0.97514829577591,,,-0.4867483512385938,-1.327572101717949,,1.2534898846462237,0.9531857805011885,,1.1121182011366255,,,,1.2159962009323317,,,,-0.4555381040305241,2.5732049163404236,,,0.3537563749805651,,,-0.8361810407086057,,,-0.7527850709297083,,,,-1.2775930387269054,-1.4232977539859004,0.18358530023652486,-0.1688151775343447,,,-0.37425212501628147,-0.5958778471488391,,,0.5215449771512438,,,0.16922715419431988,0.6763090186581696,1.5908584069839389,,,-0.599414323686188,,,,-0.509431513037609,,1.349770639717068,1.3674074437975052,0.4198243360511377,,,,-1.393056190086861,,0.26345249242480595,,-0.3105363813476631,-0.8007342729162771,,-0.6851691919684035,,
2017-08-07,,1.1057990077902033,,,,-0.8882820285496944,-0.5354410269370888,,-0.6652990384629144,,,-0.4578111242036971,-1.1851690943800481,,1.1929513502459035,0.907332429487778,,1.1142162771380868,,,,1.2023378180325277,,,,-0.3291231644989214,2.598543306442037,,,0.2552496038311686,,,-0.9018795029572403,,,-0.9251768924949716,,,,-1.230227821304496,-1.1860119013381494,0.09633423091067674,-0.4733648102560719,,,-0.5236295008144656,-0.5774006567635972,,,0.6772887381096789,,,-0.0005401071255557235,0.6790514868491655,1.8167672259693453,,,-0.7131481763339973,,,,-0.7198036532850073,,1.3152954515234456,1.218759100279345,0.37301622359762493,,,,-1.380084595180577,,0.24987448097514384,,-0.336951312783913,-1.1103322628171182,,-0.6631400606946063,,
2017-08-08,,1.3612848834275295,,,,-0.9937335514540591,-1.0509469749245108,,-0.7257195974777834,,,-0.25517728782320787,-1.3349087849260255,,1.1241291463943093,0.3814242441510852,,1.151526827264862,,,,0.8074267268078857,,,,0.06638832434784138,2.377971935152297,,,0.20792224757327415,,,-0.7938729363727628,,,-0.4725741704717352,,,,-1.4248164740524285,-1.2342579823245825,0.036119889696729,-0.08262280551052582,,,-0.35621199691733857,-0.5047091307429651,,,0.6824744717538717,,,0.2330367771008405,1.284170252028828,1.6373615074632688,,,-0.5403495533375839,,,,-0.22873201058224651,,1.2908776761272074,0.9088555171770792,0.17042301919272262,,,,-1.659604927109712,,0.48637562009512264,,-0.3297279120020232,-1.617673433187264,,-0.6021295365379995,,
2017-08-09,,1.6241280868592463,,,,-1.0850180029868548,-0.7088995847455953,,-0.8013928903622911,,,-0.2648412636956179,-1.1469286273091868,,0.6146446427982224,-0.2647785984185849,,0.8191742923673909,,,,0.4974025365852125,,,,0.5077265179756598,2.8492827052711736,,,0.28755614284386466,,,-0.429178211949256,,,-0.18807388950301732,,,,-1.380003764677391,-1.0815530930899997,-0.522097708507442,-0.05806501855909636,,,-0.14733042516288322,-0.3301576256136095,,,0.25515907270768906,,,0.1346612491932162,1.4885367542451624,1.6569353043238424,,,-0.6469805527110846,,,,0.1469795606249944,,1.2234628866110568,0.8294267599672468,-0.338866183618518,,,,-1.7065235085357955,,0.7711732527932443,,-0.5649342811963298,-1.4875102793515815,,-0.5531162551730873,,
2017-08-10,,1.4264517954002331,,,,-0.9482729087320669,-0.5803976740368066,,-0.5666873411125687,,,-0.2875432345511831,-1.2094788991884196,,0.40754667077803003,-0.5511995856700109,,0.1267933128033767,,,,0.3846133008948856,,,,1.075820671407077,2.8233772888902604,,,0.08568502805002808,,,-0.14988479809949504,,,0.22310477817793023,,,,-1.2906012513687148,-1.0042492761180355,-0.3850342784049298,-0.18486907393390764,,,0.04385633764198179,-0.3203085389700882,,,0.1786840801988873,,,0.11493967392031831,1.5682962236677465,1.7580704854140958,,,-0.6227569164485953,,,,0.7299225089828477,,1.2530095672586457,0.47476661245841173,-0.5813124984566937,,,,-1.993062354949404,,0.6035074103761545,,-0.5103045105511329,-1.6045332636758298,,-0.4879493420530255,,
2017-08-11,,1.6068714597588598,,,,-1.164156677272948,-1.207561134784496,,-0.7888633044794328,,,-0.6969280413853527,-1.1521953527838353,,0.6877774735372683,-0.20436377116848523,,0.215273420933668,,,,0.7898952217185318,,,,0.9285489304512625,2.4686434807480797,,,0.44311378846125987,,,0.19776159332239043,,,0.7134118986620845,,,,-1.2359510848424164,-0.8076037742167399,-0.5470910315308611,-0.05116279688717021,,,-0.17711713294072354,-0.19490780136079391,,,0.17502900953014391,,,-0.36867823204969297,1.669402339816149,1.3253504304274235,,,-0.39748456102815893,,,,0.5180199642975656,,1.3082172222079922,0.6253939612845186,-0.4455172079579147,,,,-1.9598727311363338,,0.4737346061256213,,-0.5643356183154001,-1.6054117657611717,,-0.577242781380892,,
2017-08-14,,1.8581780790980218,,,,-1.0285534151156819,-1.5758412708394807,,-0.41580413182117454,,,-0.5047047013591932,-0.8336510159551791,,0.23540266910501206,-1.0113273317148452,,0.13994819227408728,,,,0.24588251703649708,,,,0.6489933956029773,2.592117135210054,,,0.3503688781843355,,,0.422394654327693,,,0.9666472669159569,,,,-0.7761259804744108,-0.5011835506656787,-0.2915156257143195,0.38095345052232654,,,-0.11441814281381639,-0.2935670148083561,,,-0.2113124214985724,,,-0.13797381239219936,1.81207442686323,0.8385711380767845,,,-0.21667136380438023,,,,1.1019167040263196,,0.8126142037849079,0.5120647231759102,-0.9105571253098492,,,,-2.144246656397582,,0.41768136898936414,,-0.3674399702340583,-1.773091388247751,,-0.22782388402695003,,
2017-08-15,,1.5400239721927576,,,,-0.9889723135843412,-1.9242130557307795,,-0.3421657374271293,,,-0.5158575259471262,-0.6316028430183124,,0.5098509588933288,-1.3722058442982612,,0.00017004168214844763,,,,0.27239483506751927,,,,0.7619838880855493,2.3053342302073387,,,0.44651257801777156,,,0.4924326523065653,,,0.9441840917201162,,,,-0.41156127773105855,-0.23745890047673332,-0.05852885509393793,0.5716435578523577,,,-0.3458977395756094,-0.1482186809106862,,,-0.5667568427895523,,,0.05482010549556467,1.8927571267464074,0.6670949648746933,,,-0.1587839708048661,,,,1.1794720731626,,0.6093802377518568,0.5524708317012222,-0.6757804332872901,,,,-2.1071716447416025,,0.41213376633141385,,-0.43489249309166156,-2.066572285981346,,-0.2260194675989169,,
2017-08-16,,0.8621632647914348,,,,-0.9160300541211047,-1.3125391366529702,,-0.4427608473789131,,,-0.4273432402870279,-0.77278027915864,,0.4277030118362834,-1.3690104539564014,,-0.04404385131553207,,,,0.5937429736376224,,,,0.20447516196632207,2.380622584393896,,,0.46831562901850166,,,0.6298318148416491,,,0.9717720793212422,,,,-0.9263390927648983,-0.47909512554060274,-0.17452830128217017,0.582917258822698,,,0.027722242615086434,-0.2491236047755485,,,-0.5095993392257798,,,0.09340645433061208,1.6944698119905102,0.9537396917216574,,,-0.21379202444699755,,,,1.3570860349235687,,1.2104717115573984,0.6149978665065255,-0.6029100571975682,,,,-2.276266799055974,,0.5060597594069086,,-0.37243017361704855,-2.166052877180993,,-0.3248520937237484,,
2017-08-17,,0.7702839330443896,,,,-0.6506299714316498,-0.9945141390390673,,-0.10546172499991951,,,-0.3834048070503281,-0.29018352241447837,,-0.15265804339728808,-1.8749836998467087,,-0.5153044661653896,,,,0.08924797984128544,,,,0.5450273294224326,2.333055470072179,,,0.5946813799825647,,,0.8469852885721632,,,1.205203887151233,,,,-0.12572101617899073,-0.40152984212559445,-0.4714105745139887,0.8878702827507928,,,-0.1050866344976963,0.024208568100302297,,,-0.9781808694707728,,,0.12233578720543653,1.5972755607006586,0.7208118649523133,,,-0.05415128024288186,,,,1.4416836220105336,,0.8245626698157685,0.18751248364375803,-1.1869777388295997,,,,-2.1316868974488457,,0.265164640999746,,0.401968161026144,-2.332804687360325,,-0.10318899427817745,,
2017-08-18,,0.9372627674589344,,,,-0.6006632733099602,-0.7986654998866034,,-0.6556005075797705,,,-0.6907007348469223,-0.56350704418565,,-0.07208974834928744,-1.634961232908612,,-0.4620725801636189,,,,0.7104072481075807,,,,0.17469191739855355,2.4365966469454277,,,0.6297680001508147,,,0.7478485316925602,,,0.9891443710371988,,,,-0.43709496021720307,-0.6513655766665993,-0.829715014237442,1.049557582229606,,,-0.4524846096245442,-0.13584099578191025,,,-0.9485821779268468,,,-0.30360267818809467,1.679159856909501,1.1284821247358632,,,-0.003064190965318063,,,,1.1045927884115971,,1.1587316851588383,0.2725558433877727,-0.8777106246254811,,,,-1.945688769565788,,0.22494591547996284,,0.937394900728831,-1.9311444641187998,,-0.18658549668458974,,
2017-08-21,,1.2343127264297393,,,,-0.6361578233186141,-0.5134221467073711,,-0.6612764761471068,,,-0.7094295103498045,-0.3777272489774009,,-0.17616919183862814,-1.8114618374458553,,-0.6928654356805231,,,,0.4589232426519226,,,,-0.24117219654345662,2.4636179932266806,,,0.7222756009275509,,,0.8490633722448732,,,0.9636583691415364,,,,0.10445057823252771,-0.6034569783659917,-0.7877186548529926,0.8359619593296935,,,-0.36391524270456227,-0.05199635696713683,,,-1.155568264389527,,,-0.12581349202263,1.4169028411494407,0.9510832728525263,,,-0.05991184457914024,,,,1.2620402094318626,,1.1899179793707455,0.1962400179666281,-1.0335577237581783,,,,-1.957911440664991,,0.2617173994461426,,0.9813134958974868,-1.8262171120130515,,-0.10573008097239453,,
2017-08-22,,1.0057104806076012,,,,-0.6196128029199527,-0.46479629153608315,,-0.5843945849346028,,,-0.610223826016243,-0.39634223811145086,,-0.16682795805033582,-1.9235335087595336,,-0.8283266632070022,,,,0.6210924862756363,,,,-0.04957217316110654,2.493333490216877,,,0.5244760986134601,,,0.9153255476913007,,,0.8758487755838303,,,,0.10040587332063003,-0.3706638684326378,-0.7247021423120389,0.8335761316846386,,,-0.1308777642990795,0.10941924501677598,,,-0.7534172330130624,,,-0.2286145770280056,1.8489633379082384,0.5751131817252615,,,-0.29891015877187804,,,,1.3063249112895603,,1.1765894274620634,-0.028859103131680598,-0.90601243174108,,,,-2.1165890334492774,,0.1247720084924353,,0.6357463920165256,-1.9873066576760468,,0.04288562864626318,,
2017-08-23,,1.290036549459608,,,,-0.702761576000347,0.1981650874085978,,-0.6545415918851932,,,-0.8270990663082148,-0.9558073212165746,,-0.04815203308802977,-1.6468702337294203,,-0.8505829576749825,,,,0.7261955942510223,,,,0.30233975121389706,2.4668913323246784,,,0.7427179279635461,,,1.0997586441488625,,,0.6591404825201369,,,,-0.3712761178110975,-0.24265750280901904,-0.647656904057011,0.4638482166230911,,,-0.08455443310184649,-0.07705319806667733,,,-0.7229159215512958,,,-0.7305972385338088,1.9207723985010436,0.7280458813783207,,,-0.34070987946328957,,,,1.010143616156628,,1.2782856377665492,0.027809276721839363,-0.8428129331475732,,,,-1.905058184135609,,0.1016621586214625,,0.6525846808981252,-1.9404976204524524,,-0.07679252292496724,,
2017-08-24,,1.2630864577701022,,,,-0.6478353632814314,0.7328611800764144,,-0.6537672008335669,,,-0.7896659834011719,-0.8277719425775292,,-0.1379707847291243,-1.3666620380455798,,-0.6876571938409242,,,,0.697303690609303,,,,0.2028333758849815,2.401555631059798,,,0.5897456271671968,,,1.179528769195897,,,1.0356358645608885,,,,-0.4145649452428119,0.08359509591354763,-0.4581430518063129,0.5364383039104829,,,0.2726400716706232,-0.13119461261489385,,,-1.222928499343324,,,-0.773901006639335,1.5333685105997517,0.6475735091464393,,,-0.19559763982637668,,,,1.4345353288838805,,0.9926060159344696,0.029528986271978298,-0.7786020270744026,,,,-1.9407555547589672,,-0.11455621375635142,,0.0799749079997635,-2.242750497432984,,-0.32848677145043137,,
2017-08-25,,1.7879251412039556,,,,-0.5959110656302451,0.5023598688734143,,-0.8454773612382857,,,-1.1640352986658329,-0.9118636686088443,,-0.16680154834436775,-1.2923537366216116,,-0.7073925143162615,,,,0.7102796043039886,,,,-0.16945433694640305,1.9091807113524535,,,0.6325986213820223,,,1.218923604591113,,,1.1503362495823388,,,,0.17243694450015876,-0.016949207673193443,-0.6034819009675465,0.680910597048457,,,0.5514500560333659,-0.20931756224449935,,,-1.0848789890478974,,,-1.0492561476651376,1.1877188062128503,0.6999042741704704,,,-0.3553531900397766,,,,1.2573739043522967,,0.9300684036459774,0.3822065794352815,-0.545362356317676,,,,-1.9631420895733298,,0.10266802549490114,,-0.03854559729340741,-2.3267724585453964,,0.17000763755666568,,
2017-08-28,,1.738246129942764,,,,-0.727389720492209,0.6784190935904307,,-0.7529169714096935,,,-1.3407483313435538,-0.984899645654131,,0.022369651720877928,-1.2659837859363896,,-0.5976708747904279,,,,0.7482034083287658,,,,0.05482069722852773,2.0306436438112296,,,0.5317341775554876,,,1.222414665794473,,,1.1140610830523558,,,,0.018078651041603108,-0.2809383424271671,-0.41710507205486747,0.5974116206715389,,,0.10523840972009096,-0.6819962839174415,,,-1.196667187927277,,,-1.3829931934903583,1.177034623556597,0.5886020275426898,,,0.38559768589797,,,,1.3870592146168024,,0.9753402008313109,0.47615280831795714,-0.2686569593845438,,,,-1.6746570026005165,,-0.027206033632115212,,0.2701423101242395,-2.111239157431321,,-0.4105015408536973,,
2017-08-29,,1.8093900758584722,,,,-0.856538969133979,0.5360360524865986,,-0.6673239162844516,,,-1.4508306564104974,-1.271488074018103,,0.07066541110964149,-1.2633697541168685,,-0.4698578006359609,,,,0.827615618233239,,,,0.04997687975678524,2.1038323385022766,,,0.5349176528295708,,,1.217404772603019,,,1.600212384061974,,,,-0.28159566235418965,0.11998327296935435,-0.42167747978258263,0.42226929039089944,,,-0.40517932039391963,0.09647568012290168,,,-1.2449978203875631,,,-0.8017566030923606,0.8862707421773139,0.3772201996798092,,,0.3306724363581802,,,,1.531200031241009,,1.1279109620884147,0.2362051423313451,-0.38243389545147033,,,,-1.6656955391435297,,-0.06134238762873988,,-0.6835299521844022,-1.8279126120664728,,-0.12272849971571595,,
2017-08-30,,1.89625294410942,,,,-0.9392104862655959,1.0617181450733715,,-1.0374940226089222,,,-1.5537361629820463,-1.4581978496411812,,0.07252533517282034,-1.044611578647035,,-0.2190431678005383,,,,1.0200656399709445,,,,0.08873608046533335,2.0905999478026196,,,0.845010574074715,,,0.7638106525523451,,,1.3884511498720866,,,,0.40954833320494416,-0.10400305221751026,-0.5256235027414238,-0.1237299497810609,,,-0.3689965517405378,-0.5366480325202433,,,-1.1030048728294313,,,-0.8773637812841195,0.7907100883568549,0.4025555930381385,,,0.44396654702917276,,,,1.073665977812075,,1.3706857222165654,0.4355247519770532,-0.13756088679528167,,,,-1.5980758027124835,,-0.06445684546922223,,-0.6272592238187381,-1.7077854602300286,,-0.12702625264305975,,
2017-08-31,,1.7257915076663894,,,,-1.0241697047708136,0.8807279268251229,,-0.3525762853334875,,,-0.6527305043150708,-1.4590062567249646,,-0.017882149015225023,-1.0572223189620051,,-0.1124800052805598,,,,0.730899975326538,,,,0.5328033189584841,1.9119172251411982,,,0.43907163959538126,,,0.64457583174157,,,1.425194680808798,,,,0.7288184194167936,0.2911926725915808,0.30925577430573414,0.23671081577850667,,,-0.6112456270856237,-1.4196871706039578,,,-1.2414719435391,,,-1.1764791766290035,0.5945949639435942,0.5036739446829351,,,0.7056800120758073,,,,0.8174334424952328,,1.4470915353587734,0.6057249900411409,-0.46053033820505745,,,,-1.7880839941167692,,-0.3538973284768374,,-1.0390051137586591,-1.8274976064248627,,0.06280684648841693,,
2017-09-01,,0.9890204168773553,,,,-0.39804462329713064,0.9871416662611884,,-0.4227259851614674,,,-0.6200766762649254,-1.289243479862755,,0.06044824688501478,-1.1613726837546887,,-0.21905530378043747,,,,1.035456049486664,,,,0.16975363283280978,1.89372476288168,,,0.3052233541140986,,,0.545202802507295,,,1.3006873751387327,,,,0.5571899212258131,0.629813733283105,0.47849415325051947,0.489958090143873,,,-0.2710109141143713,-1.4188698648364826,,,-1.345284334553828,,,-1.0823606987087486,0.3618080558947772,0.8567024862991294,,,0.6327956495740946,,,,0.7690467091847791,,1.7076659632653353,0.5595938472051948,-0.3754481004823091,,,,-1.9235216603960847,,-0.4468518743444848,,-1.5347831862749866,-1.9375403521597583,,0.11646282168099832,,
2017-09-04,,0.7651241773482169,,,,-0.22357712986573716,1.31280330844446,,-0.3787600309484367,,,-0.3639442936535391,-0.9242966396591006,,-0.29798571348154496,-1.0664224588891065,,-0.6147070094037177,,,,0.5741970192556171,,,,0.0714036777450164,1.8394866214483956,,,0.5211630141863575,,,0.7638947199648123,,,1.1527049843387158,,,,0.6339334950634401,1.045445749145102,0.20078213374959472,0.7985574762607471,,,-0.3012748250661183,-1.55487008385895,,,-1.7315398843403964,,,-0.8010155268654403,0.6106361914395629,0.7734647264467032,,,0.7055333281723664,,,,0.800913732505254,,1.7854842342337998,-0.10091749040820124,-0.6695632105410985,,,,-1.8263055808056199,,-0.5817062327778949,,-1.4273488643309158,-1.7712268086665202,,0.2799331938141757,,
2017-09-05,,0.8311093788053088,,,,-0.3108588118122297,1.2730095506613734,,-0.148763492072889,,,-0.04371526078977442,-0.417832854274058,,-0.8555307338975079,-1.674937417207273,,-1.2694610209853008,,,,-0.26698499617815813,,,,0.3345123079048349,1.29044175995435,,,0.5108486400980863,,,1.2134144760306924,,,0.98473940083663,,,,1.5066593506246957,1.4930044275659298,0.15956649381182986,1.0174489460931906,,,-0.22695379914811306,-1.25227289029075,,,-1.7430471965322865,,,-0.6483938114618314,0.1870015182085915,0.31017302873087416,,,0.8477924659474463,,,,0.740000826721952,,1.6702930277310843,-0.8017754175645369,-1.0854749888789361,,,,-1.2842989351717353,,-0.4844151831197543,,-1.0531710844136755,-1.3315360316616132,,0.5294083257335529,,
2017-09-06,,0.20383856865145822,,,,-0.34456422451540236,1.3718199152458546,,-0.7653815185413801,,,-0.17201186185791673,-0.3232577131354384,,-0.737999165207445,-1.270186285341643,,-0.8300970185998854,,,,-0.548964641300317,,,,0.05980350794427007,1.8260714054165574,,,0.4498328568678501,,,0.830276452359923,,,0.8789687403023895,,,,1.36767768381612,1.5077964897813463,0.0705798215349838,1.1580116723254839,,,-0.005206624460462552,-1.2652153371052508,,,-1.5875924803559172,,,-0.9586823889595869,0.5560836709668701,0.6959294302881667,,,0.899896899389934,,,,1.0447078243306873,,1.74363115818408,-0.6992076087774123,-1.089732853299278,,,,-1.1744743300697917,,-0.626423879226084,,-1.0546618366051363,-1.4796143757233904,,0.26834804567576376,,
2017-09-07,,0.6401286574629417,,,,-0.3482971317587977,1.442720970697457,,-0.5396273259670322,,,-0.19958024866779864,-0.3082151499851855,,-0.8651720043687073,-1.3783627940315628,,-1.1981642504315044,,,,-0.589541893525057,,,,0.36487964186737487,1.7457328575029278,,,0.5076365648238057,,,0.928105321804596,,,0.5234723117158914,,,,1.3660407116810265,1.5198494969527958,-0.03534022136847703,1.2018924180315338,,,0.2544434847807174,-1.305601163719935,,,-1.6898010662959029,,,-0.6031180066641493,0.47866806735661255,0.46729325885870776,,,0.9388516069363481,,,,1.0829617061948238,,1.3445610075729526,-1.2783523511287713,-1.08491907608556,,,,-0.6578780895554192,,-1.1803374169680116,,-0.8340740264398684,-1.207074267612188,,0.4962184003334149,,
2017-09-08,,1.1239142353029035,,,,-0.1813102270511753,1.3148940402683773,,-0.3002832686023733,,,0.3101606945317606,0.060085623863844424,,-0.908568464420291,-1.363334118573067,,-1.0739889768138147,,,,-0.730650965132628,,,,0.4631776150599472,1.5473762374261133,,,-1.361094291282463,,,1.0827808660080247,,,0.3783638642734699,,,,1.3945688464716945,1.1224740635868007,0.12816183793780678,1.233651151741867,,,-0.20344329505402348,-1.2485055581895994,,,-1.8825247934590668,,,-0.7248496894700184,0.7612196566287663,0.4543555170112752,,,1.0469900365760185,,,,1.307998175538448,,0.9292378161785697,-0.8739126927139943,-0.8127184750449906,,,,-0.9763044332078258,,-0.8427080145371438,,-1.1963381180138246,-0.7795298421876732,,0.800654945348284,,
